,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
1474,Negative,-1,-1,1,     Let  's  cut   to   the   consumer-advice   bottom  line  :   Stay  home  .,yes,no,yes,yes,no,yes,yes,yes
1476,Negative,-1,-2,1,It     's  just   a   silly   black   genre  spoof  .,yes,yes,yes,yes,yes,yes,yes,yes
1477,Neutral,0,0,-1,  The   film  's   implicit  premise    is   that     the  faith   of   the   Tonga  people    is   in   every  way   inferior   to   that   of  John  .,no,no,yes,yes,no,yes,yes,yes
1478,Negative,-1,-2,1, Rates       an   `   E  '   for  effort  --  and    a   `   B  '   for  boring  .,yes,yes,yes,yes,yes,yes,yes,yes
1481,Neutral,0,0,1,"  A  journey   that    's   too    random  and  inconclusive      to   be  compelling  ,  but   which   Hoffman   's  brilliance   almost    makes   worth  taking  .",yes,yes,yes,yes,yes,yes,yes,yes
1482,Negative,-1,-2,1, The  movie    bounces   all   over   the  map  .,yes,yes,yes,yes,yes,yes,yes,yes
1484,Negative,-1,-1,-1,"It        's  not  horrible  ,  just   horribly  mediocre  .",yes,no,yes,yes,no,yes,yes,yes
1488,Negative,-1,-2,1," Feel   bad   for       King  ,   who    's  honestly  trying  ,  and    Schwartzman  ,   who   's    shot  himself   in   the  foot  .",yes,yes,yes,yes,yes,yes,yes,yes
1490,Negative,-1,-2,1, Tom  Green   just     gives  them   a   bad  odor  .,yes,yes,yes,yes,yes,yes,yes,yes
1491,Negative,-1,-1,-1,"     This   self-infatuated  goofball    is   far   from   the   only  thing   wrong   with   the   clumsy   comedy   Stealing  Harvard  ,  but   he   's   the    most  obvious  one  .",yes,no,yes,yes,no,yes,yes,yes
1492,Neutral,0,0,1,"Sometimes   ,    fond  memories    should     stay   in   the  past  :    a  lesson    this  film    teaches  all   too  well  .",yes,yes,yes,yes,yes,yes,yes,yes
1493,Negative,-1,-2,-1,  The   enormous   comic  potential   of    an   oafish  idiot   impersonating   an  aristocrat    remains   sadly  unrealized  .,yes,yes,yes,yes,yes,yes,yes,yes
1494,Negative,-1,-2,1, Begins   as    a   promising  meditation   on   one   of    America  's   most   durable  obsessions    but    winds  up   as   a   slender   cinematic  stunt  .,yes,yes,yes,yes,yes,yes,yes,yes
1495,Negative,-1,-2,-1, A   monster  combat     thriller   as   impersonal   in   its  relentlessness   as    the   videogame  series   that   inspired  it  .,yes,yes,yes,no,yes,yes,yes,yes
1496,Negative,-1,-2,1,"     Proof   that    a  thriller   can   be   sleekly      shot  ,   expertly  cast  ,   paced   with   crisp  professionalism  ...  and  still   be    a  letdown   if    its    twists  and  turns  hold no  more  surprise   than    yesterday  's   weather  report  .",yes,yes,yes,no,yes,yes,yes,yes
1497,Negative,-1,-2,1,"  The  reason   we   keep    seeing   the   same  movie   with    roughly   the   same  people   every  year      is     because     so  many   of  us   keep  going  and   then   ,   out   of  embarrassment or  stupidity  ,   not   warning  anyone  .",yes,yes,yes,yes,yes,yes,yes,yes
1499,Negative,-1,-2,1," In    the   second  half   of   the  film   ,     Frei  's  control     loosens   in   direct  proportion   to    the  amount   of    screen  time   he   gives   Nachtwey   for  self-analysis  .",no,no,yes,yes,no,yes,yes,yes
1501,Negative,-1,-2,1,"  The   furious  coherence   that   -LRB-   DeNiro   -RRB-   brings   to   this  part    only     underscores      the   fuzzy  sentimentality   of    the  movie  itself  ,   which  feels  ,   as   it   plods (1 toward  the  end    ,  less   like   a  movie   than   like    the   filmed  reading   of    a  script   in   need   of  polishing  .",yes,yes,yes,yes,yes,yes,yes,yes
1504,Negative,-1,-2,-1, Extremely  confusing  .,yes,yes,yes,yes,yes,yes,yes,yes
1507,Negative,-1,-2,1," For     a  shoot   -   'em  -  up   ,   Ballistic    is   oddly  lifeless  .",yes,yes,yes,no,yes,yes,yes,yes
1511,Neutral,0,0,-1,We     may  never    think   of    band  camp   as   a     geeky  or  nerdy  thing  again  .,no,no,yes,yes,no,yes,yes,yes
1513,Negative,-1,-2,-1," The  result    is       solemn  and  horrifying  ,  yet   strangely  detached  .",yes,yes,yes,yes,yes,yes,yes,yes
1514,Negative,-1,-2,-1,"     These  spiders   can     outrun   a  motorcycle  and    wrap   a  person   in    a   sticky  cocoon   in  seconds  ,  but   they   fall   short   of   being    interesting  or  entertaining  .",yes,yes,yes,yes,yes,yes,yes,yes
1515,Negative,-1,-2,1,   A   long  slog   for  anyone   but   the    most  committed   Pokemon  fan  .,yes,yes,yes,yes,yes,yes,yes,yes
1516,Negative,-1,-1,-1," Matthew  McConaughey        tries  ,  and  fails  ,   to    control   the  screen   with    swaggering    machismo  and  over-the-top  lunacy  .",yes,no,yes,yes,no,yes,yes,yes
1517,Negative,-1,-1,1," How   on  earth      ,  or   anywhere  else  ,     did   director   Ron  Underwood   manage   to   blow     $  100  million   on  this  ?",yes,no,yes,yes,no,yes,yes,yes
1518,Negative,-1,-2,1," Everyone   connected   to   this  movie    seems   to   be   part   of     an   insider  clique  ,   which   tends   to   breed     formulaic  films   rather  than   fresh  ones  .",yes,yes,yes,yes,yes,yes,yes,yes
1519,Negative,-1,-2,-1," With    a  story   inspired   by    the   tumultuous  surroundings   of   Los  Angeles   ,        where    feelings   of  marginalization   loom   for    every  dreamer   with   a   burst  bubble   ,   (2 The Dogwalker  has   a   few    characters  and  ideas  ,  but   it   never   manages   to    put  them   on   the   same  path  .",yes,yes,yes,no,yes,yes,yes,yes
1520,Negative,-1,-2,1,"  Its  lack   of  quality       earns  it    a  place   alongside   those   other   two   recent   Dumas  botch-jobs  ,    The  Man   in   the   Iron   Mask   and   The  Musketeer  .",yes,yes,yes,yes,yes,yes,yes,yes
1521,Negative,-1,-2,-1, A     benign  but  forgettable  sci-fi   diversion  .,yes,yes,yes,yes,yes,yes,yes,yes
1522,Negative,-1,-1,-1, The  plot     grinds  on   with   yawn-provoking  dullness  .,yes,no,yes,yes,no,yes,yes,yes
1523,Negative,-1,-1,1,It     's  never    a   good  sign   when     a   film  's  star   spends    the  entirety   of    the  film   in   a  coma  .,yes,yes,yes,yes,yes,yes,yes,yes
1527,Negative,-1,-2,-1,   This   film  's  relationship   to   actual  tension    is    the  same   as   what     Christmas-tree  flocking   in   a   spray  can   is   to     actual  snow  :   a    poor   --    if  durable -- imitation  .,yes,yes,yes,no,yes,yes,yes,yes
1528,Negative,-1,-1,1,  John   McTiernan  's   botched  remake    may   be    subtler   than    Norman   Jewison  's   1975   ultraviolent   futuristic  corporate-sports  saga  .,yes,yes,yes,yes,yes,yes,yes,yes
1529,Negative,-1,-2,-1,It     's  also  stupider  .,yes,yes,yes,no,yes,yes,yes,yes
1530,Negative,-1,-2,1,   Director   Dirk  Shafer  and   co-writer   Greg  Hinton     ride   the   dubious  divide   where    gay  porn   reaches   for   serious  drama  .,yes,yes,yes,no,yes,yes,yes,yes
1531,Negative,-1,-2,-1, Borrows   from     so  many   literary   and   cinematic  sources   that    this   future  world   feels   absolutely   deja  vu  .,yes,yes,yes,no,yes,yes,yes,yes
1532,Negative,-1,-1,1," As   -LRB-    the  characters   -RRB-   get   more  depressed   ,    the  story      gets   more  tiresome  ,   especially   as   it   continues   to    mount   a   conspicuous  effort   to   be  profound (2 .",yes,no,yes,yes,no,yes,yes,yes
1533,Negative,-1,-2,1,"  The  acting   by   the  over-25s    lacks     spark  ,   with  Csokas   particularly  unconnected  .",yes,yes,yes,yes,yes,yes,yes,yes
1534,Negative,-1,-2,1," Though   Howard    demonstrates   a   great  eye   as   a  director   ,    this   Southern   Gothic  drama       is  sadly   a   tough  sit  ,   with       an   undeveloped  narrative  and   enough  flashbacks and  heavy-handed   metaphors   to      choke   a  horse  --  or    at  least    slow  him   down   to   a  canter  .",yes,yes,yes,no,yes,yes,yes,yes
1535,Negative,-1,-2,1,   Falters     when   it    takes  itself   too  seriously  and   when   it    depends   too  heavily   on   its    otherwise  talented  cast   to  clown   in   situations   that    are  n't  funny  .,yes,yes,yes,no,yes,yes,yes,yes
1537,Negative,-1,-2,1,Anyone   who   can    count   to  five   -LRB-      the  film   's   target  market  ?  -RRB-,yes,yes,yes,yes,yes,yes,yes,yes
1538,Negative,-1,-2,-1, can   see   where    this   dumbed-down  concoction   is  going  .,yes,yes,yes,yes,yes,yes,yes,yes
1539,Negative,-1,-2,-1, All  this     turns  out   to   be   neither      funny  nor  provocative  -   only  dull  .,yes,yes,yes,yes,yes,yes,yes,yes
1540,Negative,-1,-2,-1,  Demme  's   loose  approach    kills   the  suspense  .,yes,yes,yes,yes,yes,yes,yes,yes
1541,Negative,-1,-1,-1,     This  idea   has   lost   its  originality  ...  and    neither  star   appears   very   excited   at   rehashing   what    was  basically   a   one-joke  picture  .,yes,no,yes,yes,no,yes,yes,yes
1543,Negative,-1,-2,-1," The  film     is  itself     a  sort   of      cinematic   high  crime  ,   one   that    brings   military   courtroom  dramas   down  very  ,   very  low  .",yes,yes,yes,yes,yes,yes,yes,yes
1544,Negative,-1,-1,-1, Nothing   more   than   a   mediocre  trifle  .,yes,yes,yes,yes,yes,yes,yes,yes
1548,Negative,-1,-1,1," Trivial   where   it   should    be     profound  ,  and  hyper-cliched   where   it   should   be  sincere  .",yes,no,yes,yes,no,yes,yes,yes
1549,Negative,-1,-1,-1,It    would   be   hard   to   think   of    a   recent  movie   that   has   worked   this   hard   to   achieve   this   little  fun  .,yes,no,yes,yes,no,yes,yes,yes
1550,Negative,-1,-2,1," Theology  aside   ,    why   put   someone   who   ultimately    does  n't   learn   at    the  center   of    a   kids  '  story  ?",yes,yes,yes,yes,yes,yes,yes,yes
1553,Negative,-1,-2,-1, The   ill-conceived   modern-day  ending     falls  flat   where   it   should   deliver   a   moral  punch  .,yes,yes,yes,yes,yes,yes,yes,yes
1554,Negative,-1,-2,-1," Collateral  Damage      is  ,   despite   its   alleged  provocation   post-9   \/      11  ,   an  antique  ,   in   the  end  .",yes,yes,yes,yes,yes,yes,yes,yes
1555,Negative,-1,-2,1,"As    are     its  star  ,     its  attitude  and   its  obliviousness  .",yes,yes,yes,no,yes,yes,yes,yes
1556,Negative,-1,-2,-1,     Dawdles  and  drags   when   it   should  pop  ;   it     does  n't  even   have     the  virtue   of    enough  mindless  violence   to    break  up    the  tedium   of   all   its   generational bonding .,yes,yes,yes,yes,yes,yes,yes,yes
1557,Negative,-1,-2,1,  Its   save-the-planet   message  clashes   with   its   crass  marketing  .,yes,yes,yes,yes,yes,yes,yes,yes
1558,Negative,-1,-2,1, A   great  idea    becomes   a   not-great  movie  .,yes,yes,yes,yes,yes,yes,yes,yes
1561,Negative,-1,-2,-1," By   the  end   ,   I    was    looking   for  something   hard   with   which   to   bludgeon   myself  unconscious  .",yes,yes,yes,no,yes,yes,yes,yes
1562,Negative,-1,-2,-1,"   Not   a  movie   but   a   live-action   agitprop  cartoon   so    shameless  and  coarse   ,   it    's   almost  funny  .",yes,yes,yes,yes,yes,yes,yes,yes
1563,Negative,-1,-2,-1,Feels    like    six   different  movies    fighting   each  other   for  attention  .,yes,yes,yes,yes,yes,yes,yes,yes
1565,Negative,-1,-1,-1, Made   by   jackasses   for  jackasses  .,yes,yes,yes,yes,yes,yes,yes,yes
1567,Negative,-1,-2,-1, The  picture    is    a  primer   on   what   happens   when    lack   of  know-how   mixes   with   lack   of  give-a-damn  .,yes,yes,yes,yes,yes,yes,yes,yes
1568,Negative,-1,-1,-1,"Bartleby    is      a   one-joke  movie  ,  and    a   bad  joke   at  that  .",yes,no,yes,yes,no,yes,yes,yes
1570,Negative,-1,-2,1, A  bravura    exercise   in  emptiness  .,yes,yes,yes,yes,yes,yes,yes,yes
1572,Negative,-1,-2,-1, Despite    the  premise   of   a   good  story   ...   it    wastes   all    its   star  power   on     cliched  or  meaningless  roles  .,yes,yes,yes,yes,yes,yes,yes,yes
1574,Negative,-1,-2,1,"  Not  only    does   the  movie   fail   to   make   us   part   of   its  reality   ,   it     fails   the    most  basic   relevancy  test   as  well  .",yes,yes,yes,yes,yes,yes,yes,yes
1576,Positive,1,2,1, Excellent    acting  and  direction  .,yes,yes,yes,no,yes,yes,yes,yes
1577,Negative,-1,-2,-1,  This   goofy   gangster  yarn  never    really    elevates  itself   from   being  yet     another    earnestly  generic   crime-busting   comic  vehicle  --    a   well-intentioned  remake   that     shows   some  spunk and  promise  but   fails   to   register   as   anything    distinctive  or  daring,yes,yes,yes,yes,yes,yes,yes,yes
1579,Negative,-1,-2,1," Even   as    lame   horror  flicks  go   ,   this    is  lame  .",yes,yes,yes,no,yes,yes,yes,yes
1580,Negative,-1,-2,-1," So   routine   ,    familiar  and  predictable   ,   it     raises   the  possibility   that   it    wrote  itself   as   a   newly   automated   Final   Draft   computer  program  .",yes,yes,yes,yes,yes,yes,yes,yes
1582,Negative,-1,-2,1,   Even    legends   like     Alfred  Hitchcock  and   John  Huston   occasionally   directed  trifles  ...   so   it   's   no   surprise   to    see   a   world-class  filmmaker   like    Zhang  Yimou   behind  the camera (1  for    a  yarn   that    's  ultimately   rather  inconsequential  .,yes,yes,yes,yes,yes,yes,yes,yes
1583,Negative,-1,-2,-1,"   A  long-winded  ,   predictable  scenario  .",yes,yes,yes,yes,yes,yes,yes,yes
1585,Negative,-1,-2,-1," Although    trying   to   balance     self-referential  humor  and   a   normal   ol'   slasher  plot   seemed   like   a   decent  endeavor   ,    the  result      does  n't  fully   satisfy     either   the die-hard  Jason  fans  or   those   who   can   take   a   good  joke  .",yes,yes,yes,yes,yes,yes,yes,yes
1586,Negative,-1,-2,-1,   Too  clunky  and   too  busy    ribbing   itself   to   be   truly  entertaining  .,yes,yes,yes,yes,yes,yes,yes,yes
1587,Neutral,0,0,1," This  movie    is   about       lying  ,  cheating  ,  but    loving   the   friends  you  betray  .",yes,yes,yes,yes,yes,yes,yes,yes
1588,Negative,-1,-2,1,"It      smacks   of   purely   commercial  motivation  ,   with    no   great  love   for   the  original  .",yes,yes,yes,yes,yes,yes,yes,yes
1589,Neutral,0,0,1,Melanie   eventually    slugs   the  Yankee  .,no,no,yes,yes,no,yes,yes,yes
1591,Negative,-1,-2,1, At    the  bottom   rung   of    the   series  '  entries  .,yes,yes,yes,yes,yes,yes,yes,yes
1592,Negative,-1,-1,-1,A   real   clunker  .,yes,yes,yes,yes,yes,yes,yes,yes
1594,Negative,-1,-2,-1,  A   dreary  rip-off   of   Goodfellas   that   serves   as    a     muddled  and  offensive   cautionary  tale   for   Hispanic  Americans  .,yes,yes,yes,yes,yes,yes,yes,yes
1595,Negative,-1,-2,1,"    The  picture  ,   scored   by   a   perversely   cheerful   Marcus   Miller   accordion\/harmonica\/banjo  abomination  ,    is   a   monument   to   bad   in   all   its   florid  variety  .",yes,yes,yes,yes,yes,yes,yes,yes
1596,Negative,-1,-2,-1," Good   for   a   few   unintentional  laughs   ,   ``    Extreme  Ops   ''     was  obviously   made   for     the   ``   XXX   ''  crowd  ,   people   who    enjoy   mindless  action   without    the benefit  of       decent  acting  ,  writing  ,  and  direction  .",yes,yes,yes,yes,yes,yes,yes,yes
1597,Negative,-1,-2,1,"...       a   big   ,   baggy   ,   sprawling  carnival   of   a  movie  ,     stretching  out   before  us   with   little    rhyme  or  reason  .",yes,yes,yes,yes,yes,yes,yes,yes
1598,Negative,-1,-2,-1,  A   frustrating  combination   of     strained  humor  and   heavy-handed  sentimentality  .,yes,yes,yes,no,yes,yes,yes,yes
1599,Neutral,0,0,-1,Lawrence     preaches  strictly   to   the  converted  .,yes,yes,yes,yes,yes,yes,yes,yes
1601,Negative,-1,-2,1,"Will   probably    stay   in    the  shadow   of   its   two   older   ,    more  accessible   Qatsi  siblings  .",yes,yes,yes,yes,yes,yes,yes,yes
1602,Negative,-1,-2,1," Just   when    the  movie   seems    confident  enough   to   handle  subtlety   ,   it    dives   into   soapy  bathos  .",yes,yes,yes,yes,yes,yes,yes,yes
