Sentiment,Sentiment Num,Multi,Text
Negative,-1,-2," The  film    might   have   been    more  satisfying   if   it      had  ,   in  fact  ,   been    fleshed  out     a  little  more   instead   of   going   for   easy  smiles  ."
Negative,-1,-2, Pretentious    editing  ruins   a    potentially  terrific  flick  .
Negative,-1,-2,"  Not   every   animated  film   from  Disney    will       become   a  classic  ,  but   forgive  me   if   I   've   come   to    expect  more   from    this  studio   than   some   79-minute   after-school (2  ``  cartoon  ''  ."
Negative,-1,-1," Do  not   ,    under   any  circumstances   ,    consider     taking   a   child  younger   than   middle   school  age   to    this  wallow   in   crude  humor  ."
Negative,-1,-1,"    Nothing    debases   a   concept  comedy   quite   like    the  grinding   of   bad  ideas  ,  and   Showtime   is   crammed   full   of  them  ."
Negative,-1,-2,   Much-anticipated  and  ultimately   lackluster  movie  .
Neutral,0,0,This     is  really   just   another   genre  picture  .
Neutral,0,0,"      Each  story   on   its  own   could   have   been     expanded  and  worked   into   a   compelling   single  feature  ,  but    in   its   current  incarnation   ,   Storytelling    never  quite   (2 gets (2 over  its   rather   lopsided  conception  ."
Neutral,0,0,"    William  Shatner  ,   as   a   pompous  professor  ,    is   the   sole   bright  spot  ..."
Neutral,0,0, A   trite   psychological  thriller    designed   to     keep    the  audience    guessing  and  guessing   --    which    is  not   to   be   confused   with  suspecting  --   until   it    comes  time   to   wrap things  up  and   send   the   viewers  home  .
Negative,-1,-1,  Neither     funny  nor  suspenseful  nor   particularly  well-drawn  .
Negative,-1,-2,"   Acting  ,   particularly   by  Tambor  ,   almost     makes    ``   Never   Again  ''  worthwhile  ,   but    -LRB-   writer\/director  -RRB-   Schaeffer   should   follow   his   titular  advice"
Neutral,0,0,"     Both  stars   manage   to   be  funny  ,  but   ,    like   the   recent   I  Spy   ,    the   star  chemistry   begs    the  question   of   whether    random  gags    add  up   to   a  movie ."
Negative,-1,-2, ``   Collateral   Damage  ''     goes   by     the  numbers  and   reps   decent   action  entertainment  --   until    the   silly  showdown   ending   that   forces   the   viewer   to   totally   suspend  disbelief
Negative,-1,-1,`   Enigma   '     is    a   good  name   for   a  movie    this  delibrately    obtuse  and  unapproachable  .
Negative,-1,-1,  A  waste   of   good  performances  .
Negative,-1,-1,"    A   dreary   ,    incoherent   ,  self-indulgent  mess   of    a  movie    in  which     a  bunch   of   pompous  windbags   drone   on   inanely   for   two  hours  ...    a  cacophony   of  pretentious  , (1  meaningless  prattle  ."
Negative,-1,-2," I   kept    thinking    over  and  over  again   ,   '   I     should   be   enjoying  this  .  '"
Negative,-1,-2,But   I    was  n't  .
Negative,-1,-2," As   conceived   by   Mr.  Schaeffer   ,     Christopher  and  Grace    are    little  more   than   collections   of    quirky  traits     lifted   from    a   screenwriter  's  outline  and   thrown   at   actors  (3 charged  (2 with    the   impossible  task   of   making   them  jell  ."
Negative,-1,-1," Like    so  many   other    allegedly  scary  movies   ,   it     gets   so  tangled    up   in   The  Twist   that   it     chokes   the   energy  right  out   of    the   very  audience   it   seeks to frighten  ."
Negative,-1,-2,"  The   essential  problem   in   Orange  County    is    that   ,    having   created    an    unusually  vivid  set   of    characters  worthy   of   its   strong  cast  ,    the  film   flounders   when (2  it  comes  to    giving  them   something   to  do  ."
Negative,-1,-1," Just   like    Hearst  's   enormous  yacht   ,   it      's    slow  and  unwieldy  and   takes   a   long   time   to   reach   its  destination  ."
Negative,-1,-1,"There     is  not    a  character   in         the  movie   with    a  shred   of  plausibility  ,    not   an  event   that      is  believable  ,  not    a  confrontation   that    is  not  staged , (1 not   a  moment   that    is  not  false  ."
Negative,-1,-2," Where    last   time  jokes    flowed  out   of      Cho  's   life  story  ,   which   provided    an  engrossing   dramatic   through  line   ,   here    the  comedian    hides   behind    obviously  constructed routines  ."
Negative,-1,-2,"Why      come  up   with  something     even  quasi-original  ,   when   you   can      pillage   from     Shirley  Jackson  ,   Richard  Matheson  ...  and    puke  up   something   like   ROSE  RED  ?"
Positive,1,1,"A   broadly     played  ,    lowbrow  comedy    in  which      the  cast   delivers    mildly  amusing  performances  and    no   farm  animals   were   injured   by   any   of   the  gags  ."
Negative,-1,-2,...    too   gory      to   be   a  comedy  and   too  silly   to   be   an   effective   horror  film  .
Negative,-1,-1," Lacks       heart  ,  depth  and   ,    most   of  all  ,  purpose  ."
Positive,1,1," Though    a  bit   of    a  patchwork   in    script  and  production   ,    a   glossy   ,    rich  green   ,  environment   almost    makes   the   picture  work  ."
Neutral,0,0,"     perfectly  enjoyable  ,   instantly  forgettable  ,   nothing   to   write   home  about  ."
Positive,1,1,"    Wasabi    is  slight     fare  indeed  ,   with    the   entire  project   having    the  feel   of   something    tossed   off  quickly   -LRB-    like   one   of    Hubert  's  punches  -RRB- , but (3  it (2  should    go   down   smoothly  enough   with  popcorn  ."
Neutral,0,0, Somehow   both     wildly  implausible  and   strangely  conventional  .
Neutral,0,0, This   ill-fitting  Tuxedo     is  strictly  off-the-rack  .
Negative,-1,-1,"     The  premise   is   in    extremely  bad  taste  ,  and     the   film  's   supposed  insights   are    so   poorly    thought-out  and  substance-free   that     even   a   high   school  senior  taking (2  his or  her   first   psychology  class   could   dismiss  them  ."
Negative,-1,-2,"     Sets  up    a   nice  concept   for   its   fiftysomething   leading  ladies  ,  but   fails   loudly   in  execution  ."
Neutral,0,0,"Kidman     is  really    the   only  thing   that      's  worth    watching   in     Birthday  Girl  ,   a  film   by     the   stage-trained   Jez  Butterworth   -LRB-   Mojo  -RRB-   that  serves   as (1  yet (1   another  example   of    the   sad  decline   of   British  comedies   in   the   post-Full   Monty  world  ."
Negative,-1,-2,    Imagine   the   James   Woods  character   from   Videodrome     making    a   home  movie   of   Audrey  Rose  and    showing  it   to    the  kid   from   The   Sixth  Sense  and   you   've  (2 imagined  The (2 Ring  .
Negative,-1,-1, This  time     Kaufman  's  imagination    has   failed  him  .
Negative,-1,-2, An      intermittently  pleasing  but   mostly  routine  effort  .
Negative,-1,-2,It    becomes   gimmicky   instead   of  compelling  .
Negative,-1,-2,  Frenetic  but   not   really  funny  .
Negative,-1,-2," Taken    individually  or  collectively   ,    the  stories   never      add  up   to   as  much   as   they  promise  ."
Negative,-1,-2," If   you    're  not   a   prepubescent  girl   ,   you    'll   be    laughing   at    Britney   Spears  '   movie-starring  debut   whenever   it    does  n't   have   you   impatiently   squinting   at  your watch  ."
Negative,-1,-1, A     didactic  and  dull   documentary   glorifying  software   anarchy  .
Negative,-1,-2," Sluggishly   directed   by   episodic   TV   veteran   Joe  Zwick   ,   it    's    a  sitcom   without   the  snap-crackle  ."
Negative,-1,-2,You    could      nap   for   an  hour  and  not   miss   a  thing  .
Neutral,0,0,  Director   Clare   Kilner  's  debut      is  never   as  daft   as   it   should   have  been  .
Negative,-1,-1,    New   Best  Friend    should  n't   have   gone   straight   to  video  ;   it   should   have   gone   straight   to   a   Mystery   Science   Theater   3000  video  .
Neutral,0,0,Wallace    seems   less   like   he   's   been   burning   to   tell   a   war  story   than   he   's   been   itching   to   somehow    tack  one  together
Negative,-1,-2, The  thrill    is    -LRB-   long  -RRB-  gone  .
Negative,-1,-1,"      Began  life   as   a   computer  game  ,   then   morphed   into     a  movie  --   a   bad  one  ,   of  course  ."
Neutral,0,0,"   Part  comedy  ,     part  drama  ,   the  movie            winds  up   accomplishing   neither   in  full  ,  and   leaves   us   feeling    touched  and   amused   by   several    moments  and  ideas ,  but  nevertheless   dissatisfied   with    the  movie   as   a  whole  ."
Negative,-1,-1,  Godawful   boring  slug   of   a  movie  .
Negative,-1,-2,"Dull   ,    if   not   devoid   of  wit   ,    this   shaggy  dog        longs   to   frisk   through    the   back  alleys   of  history  ,  but  scarcely   manages   more   than   a   modest   , (3 (1 snoozy (3 charm  ."
Negative,-1,-2,"    Scene-by-scene   ,   things  happen  ,  but   you   'd   be   hard-pressed   to   say    what  or  why  ."
Negative,-1,-2,"...     an    unimaginative   ,   nasty   ,   glibly  cynical  piece  of   work  ."
Neutral,0,0,"    It      is  ,   by   conventional  standards  ,   a   fairly   terrible  movie  ...  but   it    is  also   weirdly  fascinating   ,    a   ready-made   Eurotrash  cult   object  ."
Positive,1,1,"It        is  also  ,   at  times  ,   curiously  moving  ."
Negative,-1,-2,"  The  tug-of-war   at    the  core   of   Beijing  Bicycle    becomes      weighed  down   with     agonizing  contrivances  ,   overheated  pathos  and   long   ,   wistful  gazes  ."
Negative,-1,-1,  Vile  and  tacky    are    the   two   best  adjectives   to   describe   Ghost  Ship  .
Negative,-1,-2, Some   decent  actors     inflict   big  damage   upon   their  reputations  .
Negative,-1,-2," Being   author    Wells  '  great-grandson   ,   you    'd   think   filmmaker    Simon  Wells   would   have    more  reverence   for   the  material  ."
Negative,-1,-1,But    this   costly  dud    is    a   far  cry   from   either     the  book  or   the   beloved  film  .
Negative,-1,-2,"    Offensive   in    the  way   it    exploits    the   hot-button  issue   of   domestic  abuse   for  cheap  thrills  and    disgusting   in   the  manner   it   repeatedly     puts    a   small  child (1 (2 in jeopardy ,    treating   her    as  little    more   than  a  prop   to   be   cruelly  tormented  ."
Negative,-1,-2,     Mark  me  down   as     a  non-believer   in   werewolf  films   that    are  not  serious  and    rely   on  stupidity   as    a  substitute   for  humor  .
Negative,-1,-2, Aspires    for   the  piquant   but   only  really    achieves    a  sort   of   ridiculous  sourness  .
Negative,-1,-2,"      Accuracy  and  realism   are  terrific  ,  but    if       your  film   becomes  boring  ,  and    your  dialogue    is  n't  smart   ,   then   you   need   to   use    more  poetic  license ."
Negative,-1,-2," For   all     its   highfalutin  title  and   corkscrew  narrative   ,    the  movie     turns  out   to    be   not   much  more   than   a   shaggy   human  tale  ."
Negative,-1,-2,"  A   soggy   ,   cliche-bound   epic-horror  yarn  that     ends  up    being   even  dumber   than   its  title  ."
Negative,-1,-2, One   groan-inducing  familiarity    begets  another  .
Negative,-1,-1," Although   based   on   a   real-life  person   ,      John  ,   in   the  movie  ,    is   a    rather  dull   person   to   be   stuck   with   for   two  hours  ."
